Betashares Portfolio Holdings,
,
Fund Name,Betashares Global Shares ETF
Fund ASX Code,BGBL
Date,2023-09-21
,
Ticker,SEDOL,Name,Asset Class,Sector,Country,Currency,Weight (%),Shares/Units (#),Market Value (AUD),Notional Value (AUD)
4452 JT,6483809,KAO CORP,Equities,Consumer Staples,Japan,JPY,0.029956563500000002,561.0,32355.59,32355.59
4523 JT,6307200,EISAI CO LTD,Equities,Healthcare,Japan,JPY,0.029889475599999996,360.0,32283.13,32283.13
4578 JT,B5LTM93,OTSUKA HOLDINGS CO LTD,Equities,Healthcare,Japan,JPY,0.029848407299999997,560.0,32238.77,32238.77
8725 JT,B2Q4CS1,MS&AD INSURANCE GROUP HOLDINGS,Equities,Financials,Japan,JPY,0.029841367,528.0,32231.16,32231.16
BMRN UW,2437071,BIOMARIN PHARMACEUTICAL INC,Equities,Healthcare,United States,USD,0.0297533635,239.0,32136.11,32136.11
8951 JT,6396800,NIPPON BUILDING FUND INC,Equities,Real Estate,Japan,JPY,0.0297255937,5.0,32106.12,32106.12
RF UN,B01R311,REGIONS FINANCIAL CORP,Equities,Financials,United States,USD,0.0296625529,1180.0,32038.03,32038.03
KSP ID,4491235,KINGSPAN GROUP PLC,Equities,Industrials,Ireland,EUR,0.029587349099999997,274.0,31956.8,31956.8
WAT UN,2937689,WATERS CORP,Equities,Healthcare,United States,USD,0.029487252400000004,76.0,31848.69,31848.69
AKAM UW,2507457,AKAMAI TECHNOLOGIES INC,Equities,Information Technology,United States,USD,0.029436241,189.0,31793.59,31793.59
GRMN UN,B3Z5T14,GARMIN LTD,Equities,Consumer Discretionary,United States,USD,0.0294059227,194.0,31760.85,31760.85
SWKS UW,2961053,SKYWORKS SOLUTIONS INC,Equities,Information Technology,United States,USD,0.029315473,211.0,31663.15,31663.15
4021 JT,6641588,NISSAN CHEMICAL CORP,Equities,Materials,Japan,JPY,0.0292689342,462.0,31612.89,31612.89
BKG LN,BLJNXL8,BERKELEY GROUP HOLDINGS PLC,Equities,Consumer Discretionary,Britain,GBP,0.029246184700000004,391.0,31588.32,31588.32
16 HK,6859927,SUN HUNG KAI PROPERTIES LTD,Equities,Real Estate,Hong Kong,HKD,0.0292346779,1992.0,31575.89,31575.89
CBOE UF,B5834C5,CBOE GLOBAL MARKETS INC,Equities,Financials,United States,USD,0.0291372864,130.0,31470.7,31470.7
RED SQ,BD6FXN3,RED ELECTRICA CORP SA,Equities,Utilities,Spain,EUR,0.0291092396,1252.0,31440.41,31440.41
DANSKE DC,4588825,DANSKE BANK A/S,Equities,Financials,Denmark,DKK,0.0290488746,848.0,31375.21,31375.21
WBA UW,BTN1Y44,WALGREENS BOOTS ALLIANCE INC,Equities,Consumer Staples,United States,USD,0.0290031558,937.0,31325.83,31325.83
NTAP UW,2630643,NETAPP INC,Equities,Information Technology,United States,USD,0.028915058200000003,264.0,31230.67,31230.67
FMC UN,2328603,FMC CORP,Equities,Materials,United States,USD,0.0289037015,287.0,31218.41,31218.41
LUMI IT,6076425,BANK LEUMI LE-ISRAEL BM,Equities,Financials,Israel,ILS,0.0286995044,2428.0,30997.86,30997.86
TXT UN,2885937,TEXTRON INC,Equities,Industrials,United States,USD,0.028560185800000002,254.0,30847.38,30847.38
BEI GY,5107401,BEIERSDORF AG,Equities,Consumer Staples,Germany,EUR,0.0285361297,147.0,30821.4,30821.4
ATO UN,2315359,ATMOS ENERGY CORP,Equities,Utilities,United States,USD,0.0285148744,177.0,30798.44,30798.44
MAA UN,2589132,MID-AMERICA APARTMENT COMMUNIT,Equities,Real Estate,United States,USD,0.028420413,149.0,30696.42,30696.42
LGEN LN,0560399,LEGAL & GENERAL GROUP PLC,Equities,Financials,Britain,GBP,0.028396632800000002,6988.0,30670.73,30670.73
ERICB SS,5959378,TELEFONAKTIEBOLAGET LM ERICSSO,Equities,Information Technology,Sweden,SEK,0.028367958999999998,3835.0,30639.76,30639.76
BALL UN,2073022,BALL CORP,Equities,Materials,United States,USD,0.0283643942,390.0,30635.91,30635.91
6146 JT,6270948,DISCO CORP,Equities,Information Technology,Japan,JPY,0.0283370956,112.0,30606.43,30606.43
TOU CT,B3QJ0H8,TOURMALINE OIL CORP,Equities,Energy,Canada,CAD,0.0282652404,396.0,30528.82,30528.82
JBHT UW,2445416,JB HUNT TRANSPORT SERVICES INC,Equities,Industrials,United States,USD,0.028234347400000002,103.0,30495.45,30495.45
DTG GY,BP6VLQ4,DAIMLER TRUCK HOLDING AG,Equities,Industrials,Germany,EUR,0.028226563,545.0,30487.04,30487.04
KNIN SE,B142S60,KUEHNE + NAGEL INTERNATIONAL A,Equities,Industrials,Switzerland,CHF,0.028142211000000004,66.0,30395.93,30395.93
STMN SE,BQ7ZV06,STRAUMANN HOLDING AG,Equities,Healthcare,Switzerland,CHF,0.0281154116,141.0,30366.99,30366.99
PHM UN,2708841,PULTEGROUP INC,Equities,Consumer Discretionary,United States,USD,0.0280464925,263.0,30292.55,30292.55
OMC UN,2279303,OMNICOM GROUP INC,Equities,Communication Services,United States,USD,0.0280229709,260.0,30267.14,30267.14
EPAM UN,B44Z3T8,EPAM SYSTEMS INC,Equities,Information Technology,United States,USD,0.0277950572,74.0,30020.98,30020.98
8630 JT,B62G7K6,SOMPO HOLDINGS INC,Equities,Financials,Japan,JPY,0.0276361973,412.0,29849.4,29849.4
TSN UN,2909730,TYSON FOODS INC,Equities,Consumer Staples,United States,USD,0.027635731099999998,361.0,29848.89,29848.89
LVS UN,B02T2J7,LAS VEGAS SANDS CORP,Equities,Consumer Discretionary,United States,USD,0.027584113599999998,417.0,29793.14,29793.14
SCMN SE,5533976,SWISSCOM AG,Equities,Communication Services,Switzerland,CHF,0.0274948785,31.0,29696.76,29696.76
TER UW,2884183,TERADYNE INC,Equities,Information Technology,United States,USD,0.027455841800000002,199.0,29654.6,29654.6
4536 JT,6776606,SANTEN PHARMACEUTICAL CO LTD,Equities,Healthcare,Japan,JPY,0.0274288564,2013.0,29625.45,29625.45
CCL UN,2523044,CARNIVAL CORP,Equities,Consumer Discretionary,United States,USD,0.0274202852,1315.0,29616.19,29616.19
8113 JT,6911485,UNICHARM CORP,Equities,Consumer Staples,Japan,JPY,0.0272092928,521.0,29388.3,29388.3
MG CT,2554475,MAGNA INTERNATIONAL INC,Equities,Consumer Discretionary,Canada,CAD,0.027133681000000003,349.0,29306.64,29306.64
TRU UN,BYMWL86,TRANSUNION,Equities,Industrials,United States,USD,0.0270976937,255.0,29267.77,29267.77
RIVN UW,BL98841,RIVIAN AUTOMOTIVE INC,Equities,Consumer Discretionary,United States,USD,0.0270607951,871.0,29227.91,29227.91
8015 JT,6900580,TOYOTA TSUSHO CORP,Equities,Industrials,Japan,JPY,0.0269432781,304.0,29100.99,29100.99
4911 JT,6805265,SHISEIDO CO LTD,Equities,Consumer Staples,Japan,JPY,0.026918715399999998,498.0,29074.46,29074.46
2587 JT,BBD7Q84,SUNTORY BEVERAGE & FOOD LTD,Equities,Consumer Staples,Japan,JPY,0.0268999413,592.0,29054.18,29054.18
EXPE UW,B748CK2,EXPEDIA GROUP INC,Equities,Consumer Discretionary,United States,USD,0.026778089199999997,182.0,28922.57,28922.57
PINS UN,BJ2Z0H2,PINTEREST INC,Equities,Communication Services,United States,USD,0.026756053899999997,701.0,28898.77,28898.77
9101 JT,6643960,NIPPON YUSEN KK,Equities,Industrials,Japan,JPY,0.0267254012,634.0,28865.66,28865.66
WDC UW,2954699,WESTERN DIGITAL CORP,Equities,Information Technology,United States,USD,0.026677538100000002,416.0,28813.97,28813.97
1605 JT,B10RB15,INPEX CORP,Equities,Energy,Japan,JPY,0.0266238453,1224.0,28755.97,28755.97
CABK SQ,B283W97,CAIXABANK SA,Equities,Financials,Spain,EUR,0.026592973600000003,4730.0,28722.63,28722.63
6762 JT,6869302,TDK CORP,Equities,Information Technology,Japan,JPY,0.0263460675,482.0,28455.95,28455.95
KNEBV FH,B09M9D2,KONE OYJ,Equities,Industrials,Finland,EUR,0.0261793617,422.0,28275.89,28275.89
6201 JT,6900546,TOYOTA INDUSTRIES CORP,Equities,Industrials,Japan,JPY,0.0260592742,218.0,28146.19,28146.19
PAYC UN,BL95MY0,PAYCOM SOFTWARE INC,Equities,Industrials,United States,USD,0.026056410399999997,69.0,28143.1,28143.1
6701 JT,6640400,NEC CORP,Equities,Information Technology,Japan,JPY,0.0259773821,323.0,28057.74,28057.74
BBY UN,2094670,BEST BUY CO INC,Equities,Consumer Discretionary,United States,USD,0.0259238528,255.0,27999.92,27999.92
ESS UN,2316619,ESSEX PROPERTY TRUST INC,Equities,Real Estate,United States,USD,0.025923578600000004,82.0,27999.63,27999.63
669 HK,B0190C7,TECHTRONIC INDUSTRIES CO LTD,Equities,Industrials,Hong Kong,HKD,0.0257891655,1791.0,27854.45,27854.45
AVTR UN,BJLT387,AVANTOR INC,Equities,Healthcare,United States,USD,0.0257726366,828.0,27836.6,27836.6
CCL/B CT,2159795,CCL INDUSTRIES INC,Equities,Materials,Canada,CAD,0.025703220800000003,425.0,27761.62,27761.62
SE UN,BYWD7L4,SEA LTD,Equities,Communication Services,Singapore,USD,0.025679257500000004,495.0,27735.74,27735.74
STJ LN,0766937,ST JAMES'S PLACE PLC,Equities,Financials,Britain,GBP,0.0255571306,1726.0,27603.83,27603.83
CPR IM,BMQ5W17,DAVIDE CAMPARI-MILANO NV,Equities,Consumer Staples,Italy,EUR,0.025552229500000002,1447.0,27598.54,27598.54
SGRO LN,B5ZN1N8,SEGRO PLC,Equities,Real Estate,Britain,GBP,0.0255515824,1930.0,27597.84,27597.84
8308 JT,6421553,RESONA HOLDINGS INC,Equities,Financials,Japan,JPY,0.0253262792,3003.0,27354.49,27354.49
CHKP UW,2181334,CHECK POINT SOFTWARE TECHNOLOG,Equities,Information Technology,Israel,USD,0.0252924939,129.0,27318.0,27318.0
CAG UN,2215460,CONAGRA BRANDS INC,Equities,Consumer Staples,United States,USD,0.025260545,603.0,27283.49,27283.49
HO FP,4162791,THALES SA,Equities,Industrials,France,EUR,0.0252406477,122.0,27262.0,27262.0
INVEA SS,BMV7PN1,INVESTOR AB,Equities,Financials,Sweden,SEK,0.025161553799999997,911.0,27176.58,27176.58
POW CT,2697701,POWER CORP OF CANADA,Equities,Financials,Canada,CAD,0.0251445285,630.0,27158.19,27158.19
FM CT,2347608,FIRST QUANTUM MINERALS LTD,Equities,Materials,Zimbabwe,CAD,0.0251284909,718.0,27140.86,27140.86
8309 JT,6431897,SUMITOMO MITSUI TRUST HOLDINGS,Equities,Financials,Japan,JPY,0.0251213046,425.0,27133.1,27133.1
ZS UW,BZ00V34,ZSCALER INC,Equities,Information Technology,United States,USD,0.025121060799999997,117.0,27132.84,27132.84
COLOB DC,B8FMRX8,COLOPLAST A/S,Equities,Healthcare,Denmark,DKK,0.0250677788,159.0,27075.29,27075.29
ACA FP,7262610,CREDIT AGRICOLE SA,Equities,Financials,France,EUR,0.0250357753,1393.0,27040.72,27040.72
SGSN SE,BMBQHZ4,SGS SA,Equities,Industrials,Switzerland,CHF,0.025027358300000004,199.0,27031.63,27031.63
FER SQ,BRS7CF0,FERROVIAL SE,Equities,,Netherlands,EUR,0.025011453,542.0,27014.45,27014.45
FRE GY,4352097,FRESENIUS SE & CO KGAA,Equities,Healthcare,Germany,EUR,0.0249793811,523.0,26979.81,26979.81
DGX UN,2702791,QUEST DIAGNOSTICS INC,Equities,Healthcare,United States,USD,0.024954201999999998,140.0,26952.62,26952.62
POLI IT,6075808,BANK HAPOALIM BM,Equities,Financials,Israel,ILS,0.024936326600000003,2016.0,26933.31,26933.31
1 HK,BW9P816,CK HUTCHISON HOLDINGS LTD,Equities,Industrials,Britain,HKD,0.0249007529,3280.0,26894.89,26894.89
2 HK,6097017,CLP HOLDINGS LTD,Equities,Utilities,Hong Kong,HKD,0.0248561344,2309.0,26846.7,26846.7
CE UN,B05MZT4,CELANESE CORP,Equities,Materials,United States,USD,0.0247812537,137.0,26765.82,26765.82
KYGA ID,4519579,KERRY GROUP PLC,Equities,Consumer Staples,Ireland,EUR,0.024740111000000002,195.0,26721.38,26721.38
INF LN,BMJ6DW5,INFORMA PLC,Equities,Communication Services,Britain,GBP,0.0246746759,1844.0,26650.71,26650.71
SNA UN,2818740,SNAP-ON INC,Equities,Industrials,United States,USD,0.024667874099999997,67.0,26643.36,26643.36
LDOS UN,BDV82B8,LEIDOS HOLDINGS INC,Equities,Industrials,United States,USD,0.0246673257,185.0,26642.77,26642.77
CCEP UW,BYQQ3P5,COCA-COLA EUROPACIFIC PARTNERS,Equities,Consumer Staples,Britain,USD,0.0246240345,270.0,26596.01,26596.01
SRG IM,7251470,SNAM SPA,Equities,Utilities,Italy,EUR,0.0246237878,3398.0,26595.74,26595.74
SHBA SS,BXDZ9Q1,SVENSKA HANDELSBANKEN AB,Equities,Financials,Sweden,SEK,0.0245894848,1913.0,26558.69,26558.69
DPZ UN,B01SD70,DOMINO'S PIZZA INC,Equities,Consumer Discretionary,United States,USD,0.0245493572,45.0,26515.35,26515.35
9602 JT,6895200,TOHO CO LTD/TOKYO,Equities,Communication Services,Japan,JPY,0.024539308699999998,465.0,26504.5,26504.5
SYF UN,BP96PS6,SYNCHRONY FINANCIAL,Equities,Financials,United States,USD,0.024512256599999997,534.0,26475.28,26475.28
SWK UN,B3Q2FJ4,STANLEY BLACK & DECKER INC,Equities,Industrials,United States,USD,0.0244803077,201.0,26440.77,26440.77
4151 JT,6499550,KYOWA KIRIN CO LTD,Equities,Healthcare,Japan,JPY,0.024450836000000004,939.0,26408.94,26408.94
4507 JT,6804682,SHIONOGI & CO LTD,Equities,Healthcare,Japan,JPY,0.0244356114,375.0,26392.5,26392.5
SHL GY,BD594Y4,SIEMENS HEALTHINEERS AG,Equities,Healthcare,Germany,EUR,0.024414285299999998,347.0,26369.46,26369.46
LBRDK UW,BRTLC06,LIBERTY BROADBAND CORP,Equities,Communication Services,United States,USD,0.024401258000000002,182.0,26355.39,26355.39
CFG UN,BQRX1X3,CITIZENS FINANCIAL GROUP INC,Equities,Financials,United States,USD,0.0243631617,626.0,26314.25,26314.25
AMCR UN,BJ1F307,AMCOR PLC,Equities,Materials,United States,USD,0.0243071285,1849.0,26253.73,26253.73
L CT,2521800,LOBLAW COS LTD,Equities,Consumer Staples,Canada,CAD,0.0242212435,200.0,26160.96,26160.96
ARE UN,2009210,ALEXANDRIA REAL ESTATE EQUITIE,Equities,Real Estate,United States,USD,0.0242107334,163.0,26149.61,26149.61
INDT SS,B0LDBX7,INDUTRADE AB,Equities,Industrials,Sweden,SEK,0.0240727198,913.0,26000.54,26000.54
ST SP,B02PY11,SINGAPORE TELECOMMUNICATIONS L,Equities,Communication Services,Singapore,SGD,0.024006698899999998,9358.0,25929.24,25929.24
NWG LN,BM8PJY7,NATWEST GROUP PLC,Equities,Financials,Britain,GBP,0.0239920272,5643.0,25913.39,25913.39
823 HK,B0PB4M7,LINK REIT,Equities,Real Estate,Hong Kong,HKD,0.0238910854,3519.0,25804.36,25804.36
WRB UN,2093644,W R BERKLEY CORP,Equities,Financials,United States,USD,0.0238722395,254.0,25784.01,25784.01
27 HK,6465874,GALAXY ENTERTAINMENT GROUP LTD,Equities,Consumer Discretionary,Macao,HKD,0.0238655338,2534.0,25776.77,25776.77
WPC UN,B826YT8,WP CAREY INC,Equities,Real Estate,United States,USD,0.023859281,281.0,25770.01,25770.01
SY1 GY,B1JB4K8,SYMRISE AG,Equities,Materials,Germany,EUR,0.0237904757,172.0,25695.7,25695.7
7270 JT,6356406,SUBARU CORP,Equities,Consumer Discretionary,Japan,JPY,0.0237668246,814.0,25670.15,25670.15
8953 JT,6513342,JAPAN METROPOLITAN FUND INVEST,Equities,Real Estate,Japan,JPY,0.023687582500000002,25.0,25584.56,25584.56
8604 JT,6643108,NOMURA HOLDINGS INC,Equities,Financials,Japan,JPY,0.0236780546,3786.0,25574.27,25574.27
LKQ UW,2971029,LKQ CORP,Equities,Consumer Discretionary,United States,USD,0.0236149166,330.0,25506.08,25506.08
STX UW,BKVD2N4,SEAGATE TECHNOLOGY HOLDINGS PL,Equities,Information Technology,United States,USD,0.023517295,249.0,25400.64,25400.64
ESSITYB SS,BF1K7P7,ESSITY AB,Equities,Consumer Staples,Sweden,SEK,0.0234648408,769.0,25343.98,25343.98
KMX UN,2983563,CARMAX INC,Equities,Consumer Discretionary,United States,USD,0.023454306299999998,206.0,25332.61,25332.61
OKTA UW,BDFZSP1,OKTA INC,Equities,Information Technology,United States,USD,0.023414767000000003,200.0,25289.9,25289.9
7832 JT,B0JDQD4,BANDAI NAMCO HOLDINGS INC,Equities,Consumer Discretionary,Japan,JPY,0.0231356251,754.0,24988.4,24988.4
AV/ LN,BPQY8M8,AVIVA PLC,Equities,Financials,Britain,GBP,0.022970712100000002,3236.0,24810.28,24810.28
PKG UN,2504566,PACKAGING CORP OF AMERICA,Equities,Materials,United States,USD,0.0229152731,106.0,24750.41,24750.41
SJM UN,2951452,J M SMUCKER CO/THE,Equities,Consumer Staples,United States,USD,0.0226559877,122.0,24470.36,24470.36
EVRG UW,BFMXGR0,EVERGY INC,Equities,Utilities,United States,USD,0.0226213403,291.0,24432.93,24432.93
BAM CT,BPCPYH2,BROOKFIELD ASSET MANAGEMENT LT,Equities,Financials,Canada,CAD,0.022594810099999998,459.0,24404.28,24404.28
EDP PL,4103596,EDP - ENERGIAS DE PORTUGAL SA,Equities,Utilities,Portugal,EUR,0.0225076866,3514.0,24310.18,24310.18
RO SE,7108918,ROCHE HOLDING AG,Equities,Healthcare,United States,CHF,0.022413207299999998,52.0,24208.13,24208.13
AKZA NA,BJ2KSG2,AKZO NOBEL NV,Equities,Materials,Netherlands,EUR,0.0223365196,211.0,24125.3,24125.3
CNHI IM,BDSV2V0,CNH INDUSTRIAL NV,Equities,Industrials,Britain,EUR,0.0223309897,1235.0,24119.33,24119.33
6502 JT,6897217,TOSHIBA CORP,Equities,Industrials,Japan,JPY,0.0222488637,494.0,24030.63,24030.63
SGE LN,B8C3BL0,SAGE GROUP PLC/THE,Equities,Information Technology,Britain,GBP,0.0221990094,1227.0,23976.78,23976.78
MAS UN,2570200,MASCO CORP,Equities,Industrials,United States,USD,0.0221944313,287.0,23971.84,23971.84
TEVA IT,6882172,TEVA PHARMACEUTICAL INDUSTRIES,Equities,Healthcare,Israel,ILS,0.0221546288,1452.0,23928.85,23928.85
UDR UN,2727910,UDR INC,Equities,Real Estate,United States,USD,0.0221370994,418.0,23909.91,23909.91
CARLB DC,4169219,CARLSBERG AS,Equities,Consumer Staples,Denmark,DKK,0.02205707,114.0,23823.47,23823.47
1928 JT,6793906,SEKISUI HOUSE LTD,Equities,Consumer Discretionary,Japan,JPY,0.0220507583,736.0,23816.66,23816.66
SPK NZ,6881436,SPARK NEW ZEALAND LTD,Equities,Communication Services,New Zealand,NZD,0.022006803600000003,5399.0,23769.18,23769.18
EPIA SS,BMD58R8,EPIROC AB,Equities,Industrials,Sweden,SEK,0.022005724400000003,810.0,23768.02,23768.02
GEN UW,BJN4XN5,GEN DIGITAL INC,Equities,Information Technology,United States,USD,0.021938508199999998,801.0,23695.42,23695.42
SSNC UW,B58YSC6,SS&C TECHNOLOGIES HOLDINGS INC,Equities,Industrials,United States,USD,0.021900960299999998,284.0,23654.86,23654.86
2319 HK,B01B1L9,CHINA MENGNIU DAIRY CO LTD,Equities,Consumer Staples,China,HKD,0.021870385200000002,4542.0,23621.84,23621.84
MOS UN,B3NPHP6,MOSAIC CO/THE,Equities,Materials,United States,USD,0.0217953442,407.0,23540.79,23540.79
ZBRA UW,2989356,ZEBRA TECHNOLOGIES CORP,Equities,Information Technology,United States,USD,0.021779629499999998,66.0,23523.82,23523.82
IHG LN,BHJYC05,INTERCONTINENTAL HOTELS GROUP,Equities,Consumer Discretionary,Britain,GBP,0.0217713972,199.0,23514.92,23514.92
MTCH UW,BK80XH9,MATCH GROUP INC,Equities,Communication Services,United States,USD,0.0216108948,365.0,23341.57,23341.57
RBA CT,BMWGTH9,RB GLOBAL INC,Equities,Industrials,Canada,CAD,0.021590063099999997,237.0,23319.07,23319.07
MT NA,BYPBS67,ARCELORMITTAL SA,Equities,Materials,Luxembourg,EUR,0.0215620875,597.0,23288.85,23288.85
6920 JT,6506267,LASERTEC CORP,Equities,Information Technology,Japan,JPY,0.0215591713,101.0,23285.7,23285.7
JHX AT,B60QWJ2,JAMES HARDIE INDUSTRIES PLC,Equities,Materials,United States,AUD,0.021532412,560.0,23256.8,23256.8
BNZL LN,B0744B3,BUNZL PLC,Equities,Industrials,Britain,GBP,0.0215309319,415.0,23255.2,23255.2
8830 JT,6858902,SUMITOMO REALTY & DEVELOPMENT,Equities,Real Estate,Japan,JPY,0.0215112974,554.0,23233.99,23233.99
2503 JT,6493745,KIRIN HOLDINGS CO LTD,Equities,Consumer Staples,Japan,JPY,0.0214241643,1026.0,23139.88,23139.88
COIN UW,BMC9P69,COINBASE GLOBAL INC,Equities,Financials,United States,USD,0.0213708163,199.0,23082.26,23082.26
NICE IT,6647133,NICE LTD,Equities,Information Technology,Israel,ILS,0.0212979844,85.0,23003.6,23003.6
SIA SP,6811734,SINGAPORE AIRLINES LTD,Equities,Industrials,Singapore,SGD,0.0212668453,3043.0,22969.97,22969.97
STERV FH,5072673,STORA ENSO OYJ,Equities,Materials,Finland,EUR,0.021245868,1179.0,22947.31,22947.31
5020 JT,B627LW9,ENEOS HOLDINGS INC,Equities,Energy,Japan,JPY,0.0212451458,3530.0,22946.53,22946.53
LYV UN,B0T7YX2,LIVE NATION ENTERTAINMENT INC,Equities,Communication Services,United States,USD,0.0212335832,184.0,22934.04,22934.04
HAL NA,4402839,HAL TRUST,Equities,Financials,Netherlands,EUR,0.0211809782,121.0,22877.22,22877.22
MNDI LN,B1CRLC4,MONDI PLC,Equities,Materials,Austria,GBP,0.0211366305,873.0,22829.32,22829.32
VTRS UW,BMWS3X9,VIATRIS INC,Equities,Healthcare,United States,USD,0.0210724677,1507.0,22760.02,22760.02
IP UN,2465254,INTERNATIONAL PAPER CO,Equities,Materials,United States,USD,0.020980906900000002,426.0,22661.13,22661.13
CA FP,5641567,CARREFOUR SA,Equities,Consumer Staples,France,EUR,0.020939223899999998,811.0,22616.11,22616.11
9104 JT,6597584,MITSUI OSK LINES LTD,Equities,Industrials,Japan,JPY,0.0208300435,463.0,22498.18,22498.18
HRL UN,2437264,HORMEL FOODS CORP,Equities,Consumer Staples,United States,USD,0.0207154885,365.0,22374.45,22374.45
HST UW,2567503,HOST HOTELS & RESORTS INC,Equities,Real Estate,United States,USD,0.0206858485,901.0,22342.44,22342.44
NI UN,2645409,NISOURCE INC,Equities,Utilities,United States,USD,0.020656742399999997,529.0,22311.0,22311.0
TAP UN,B067BM3,MOLSON COORS BEVERAGE CO,Equities,Consumer Staples,United States,USD,0.0206497725,223.0,22303.48,22303.48
ORSTED DC,BYT16L4,ORSTED AS,Equities,Utilities,Denmark,DKK,0.02057879,244.0,22226.81,22226.81
L UN,2523022,LOEWS CORP,Equities,Financials,United States,USD,0.0205635797,222.0,22210.38,22210.38
9503 JT,6483489,KANSAI ELECTRIC POWER CO INC/T,Equities,Utilities,Japan,JPY,0.0205443503,927.0,22189.61,22189.61
SN/ LN,0922320,SMITH & NEPHEW PLC,Equities,Healthcare,Britain,GBP,0.0204833105,1112.0,22123.68,22123.68
AENA SQ,BVRZ8L1,AENA SME SA,Equities,Industrials,Spain,EUR,0.0204670904,94.0,22106.16,22106.16
AER UN,B1HHKD3,AERCAP HOLDINGS NV,Equities,Industrials,Ireland,USD,0.0202925768,223.0,21917.67,21917.67
INCY UW,2471950,INCYTE CORP,Equities,Healthcare,United States,USD,0.0202827785,239.0,21907.09,21907.09
P911 GY,BJN59B8,DR ING HC F PORSCHE AG,Equities,Consumer Discretionary,Germany,EUR,0.0202525703,142.0,21874.46,21874.46
FNF UN,BNBRDD4,FIDELITY NATIONAL FINANCIAL IN,Equities,Financials,United States,USD,0.02014657,334.0,21759.98,21759.98
7201 JT,6642860,NISSAN MOTOR CO LTD,Equities,Consumer Discretionary,Japan,JPY,0.020100336899999998,2968.0,21710.04,21710.04
NXT LN,3208986,NEXT PLC,Equities,Consumer Discretionary,Britain,GBP,0.0200769122,154.0,21684.74,21684.74
PEAK UN,BJBLRK3,HEALTHPEAK PROPERTIES INC,Equities,Real Estate,United States,USD,0.0200506656,729.0,21656.39,21656.39
1113 HK,BYZQ077,CK ASSET HOLDINGS LTD,Equities,Real Estate,Hong Kong,HKD,0.0200418388,2699.0,21646.86,21646.86
1093 HK,6191997,CSPC PHARMACEUTICAL GROUP LTD,Equities,Healthcare,China,HKD,0.0200153629,18967.0,21618.26,21618.26
3462 JT,BYSJJF4,NOMURA REAL ESTATE MASTER FUND,Equities,Real Estate,Japan,JPY,0.019970905400000002,12.0,21570.24,21570.24
JDEP NA,BMC4ZZ3,JDE PEET'S NV,Equities,Consumer Staples,Netherlands,EUR,0.0199001949,503.0,21493.87,21493.87
MGM UN,2547419,MGM RESORTS INTERNATIONAL,Equities,Consumer Discretionary,United States,USD,0.0198781068,372.0,21470.01,21470.01
KEY UN,2490911,KEYCORP,Equities,Financials,United States,USD,0.019831756399999997,1282.0,21419.95,21419.95
4307 JT,6390921,NOMURA RESEARCH INSTITUTE LTD,Equities,Information Technology,Japan,JPY,0.0197345087,496.0,21314.91,21314.91
7309 JT,6804820,SHIMANO INC,Equities,Consumer Discretionary,Japan,JPY,0.019629354499999998,103.0,21201.34,21201.34
PRY IM,B1W4V69,PRYSMIAN SPA,Equities,Industrials,Italy,EUR,0.0195754767,339.0,21143.15,21143.15
6988 JT,6641801,NITTO DENKO CORP,Equities,Materials,Japan,JPY,0.019503753999999998,197.0,21065.68,21065.68
TWLO UN,BD6P5Q0,TWILIO INC,Equities,Information Technology,United States,USD,0.0194105186,231.0,20964.98,20964.98
UCB BB,5596991,UCB SA,Equities,Healthcare,Belgium,EUR,0.0193203168,151.0,20867.55,20867.55
6 HK,6435327,POWER ASSETS HOLDINGS LTD,Equities,Utilities,Hong Kong,HKD,0.0192950579,2706.0,20840.27,20840.27
7951 JT,6642387,YAMAHA CORP,Equities,Consumer Discretionary,Japan,JPY,0.0192659004,475.0,20808.78,20808.78
DSCT IT,6451271,ISRAEL DISCOUNT BANK LTD,Equities,Financials,Israel,ILS,0.0192546909,2482.0,20796.67,20796.67
HEN3 GY,5076705,HENKEL AG & CO KGAA,Equities,Consumer Staples,Germany,EUR,0.0192369761,185.0,20777.54,20777.54
UHR SE,7184725,SWATCH GROUP AG/THE,Equities,Consumer Discretionary,Switzerland,CHF,0.0191982399,50.0,20735.7,20735.7
9021 JT,6957995,WEST JAPAN RAILWAY CO,Equities,Industrials,Japan,JPY,0.0191839399,301.0,20720.25,20720.25
AKRBP NO,B1L95G3,AKER BP ASA,Equities,Energy,Norway,NOK,0.0190218178,476.0,20545.15,20545.15
IMO CT,2454241,IMPERIAL OIL LTD,Equities,Energy,Canada,CAD,0.0190004863,228.0,20522.11,20522.11
5802 JT,6858708,SUMITOMO ELECTRIC INDUSTRIES L,Equities,Consumer Discretionary,Japan,JPY,0.0189941263,1041.0,20515.24,20515.24
WPP LN,B8KF9B4,WPP PLC,Equities,Communication Services,Britain,GBP,0.018990336099999998,1426.0,20511.15,20511.15
6506 JT,6986041,YASKAWA ELECTRIC CORP,Equities,Industrials,Japan,JPY,0.0189529212,346.0,20470.73,20470.73
9502 JT,6195609,CHUBU ELECTRIC POWER CO INC,Equities,Utilities,Japan,JPY,0.0189033411,931.0,20417.18,20417.18
22UA GY,BKTPD39,BIONTECH SE,Equities,Healthcare,Germany,EUR,0.0188882617,122.0,20400.9,20400.9
